"Location","MinTemp","MaxTemp","Rainfall","WindGustDir","WindGustSpeed","RainToday","Humidity9am","Cloud9am","Pressure9am","WindDir9am","WindDir3pm","Cloud5pm","RainTomorrow"
"PearceRAAF",14.5,27.4,0,"WSW",37,"No",76,NA,1021.2,NA,"WSW",NA,"No"
NA,16.5,29.4,0,"NE",28,"No",85,NA,1010.5,NA,NA,NA,"No"
"Mildura",14.9,34.3,0,"WNW",33,"No",60,4,1011.5,"NE",NA,0.8,"No"
"NorfolkIsland",NA,20.4,0,"S",39,"No",52,7,1023.1,"SSE","S",1.4,"No"
"Darwin",NA,35.2,0,"NW",26,"No",NA,4,1011.5,"SSE",NA,0.8,"No"
"Darwin",26.7,NA,0,"NW",33,"No",71,5,NA,"N","NNW",1,"No"
"Brisbane",16.5,26,0.6,"E",28,"No",55,5,NA,"SE","NE",1,"No"
"WaggaWagga",12.4,33.1,0,"NW",65,"No",36,1,1014.1,"ENE","NNW",0.2,"Yes"
"Portland",9.8,15.6,0,"NNW",54,"No",83,1,1012.4,"NNW","NNW",0.2,"Yes"
"Darwin",25.2,33.8,0,"N",33,"No",76,7,1013.2,"E","NNW",1.4,"No"
"Watsonia",16.5,22.6,NA,"SSW",39,NA,89,NA,1009.7,"SSE","SW",NA,"No"
"Sale",15.1,21.7,7.2,"WSW",89,"Yes",93,8,991.7,"NNE","W",1.6,"Yes"
"Woomera",20.1,39.7,0,"SW",57,"No",17,0,1012.3,NA,"WSW",0,"No"
"SydneyAirport",NA,23.2,0,"NNW",50,"No",52,6,1019,NA,"N",1.2,"Yes"
"Richmond",5,16.5,0,"SSW",33,"No",55,8,1026.2,"SSW","ENE",1.6,"No"
"AliceSprings",18.1,38.7,0,"SSE",39,"No",8,NA,1016.2,"S",NA,NA,"No"
"Perth",23.4,NA,0,NA,28,"No",47,8,1010.9,"N","W",1.6,"No"
"Wollongong",9.4,15.7,NA,NA,69,"No",71,NA,1026.3,"SSW",NA,NA,"Yes"
"Richmond",NA,28.2,0,"E",28,"No",NA,8,1019.1,"NE","ENE",1.6,"No"
"Brisbane",16.6,24.5,0,"E",26,"No",53,7,NA,"ESE",NA,1.4,"No"
NA,8.3,23.3,NA,"SSW",30,"No",62,1,1023.8,"NE","SW",0.2,"No"
"MountGambier",13.3,20.7,0.2,"W",NA,"No",62,2,1019.8,"WSW","WSW",0.4,"No"
"CoffsHarbour",18.5,25.8,10.2,"SE",37,NA,78,5,1022.7,"SW",NA,1,"Yes"
NA,17.8,36.3,0,"N",33,"No",43,1,1009.4,"NE",NA,0.2,"No"
"PerthAirport",17.2,26,0,"ESE",52,"No",52,5,1021.6,"ESE","E",1,"No"
"Canberra",13.6,27.4,1,"W",52,"No",77,4,1002.1,"NW",NA,0.8,"No"
"Darwin",27.5,32.7,0,"WNW",46,"No",NA,7,1006.4,"W","WNW",1.4,"No"
"Nuriootpa",14.2,25.4,0,"SE",39,"No",53,7,1022,"ESE","WSW",1.4,"No"
"AliceSprings",9,26.8,NA,"SE",39,"No",NA,0,1023.6,"SE",NA,0,"No"
"Mildura",NA,20,0.2,"WNW",50,NA,93,1,1008.8,"NW",NA,0.2,"No"
"Nuriootpa",14.2,32,0,"ESE",39,"No",39,0,NA,"NE","N",0,"No"
"Sale",9.5,31.8,0,"WSW",37,"No",100,7,1017.4,"NW","SW",1.4,"No"
"MelbourneAirport",4.5,13.9,0,"N",33,"No",71,7,1026.8,"N","NNW",1.4,"No"
"Brisbane",23,32.2,0,"E",28,"No",57,6,1014,"SW","ENE",1.2,"No"
"Hobart",3,11.4,16.4,"WSW",85,"Yes",63,7,998.7,"W","SW",1.4,"Yes"
"Mildura",7,26,0,"N",NA,"No",NA,1,1016.2,"NNE","NNE",0.2,"No"
"Hobart",11.1,17.6,0,"NW",37,"No",63,6,1014,"NNW","ESE",1.2,"No"
"Wollongong",11.7,15.8,NA,NA,56,"No",54,1,1027.2,"SSW","SSW",0.2,"No"
"Mildura",14.3,22.1,0,"WSW",33,"No",55,7,1020.4,NA,"W",1.4,"No"
"Canberra",-3.7,NA,0,"SSE",31,"No",75,1,1021.4,"SW","NW",0.2,"No"
NA,21.3,33.9,0,"NE",54,"No",59,NA,1016.1,NA,"NE",NA,"No"
"AliceSprings",10.7,27.2,0,NA,52,"No",20,0,1022.3,"ESE","SSE",0,"No"
"Wollongong",17.6,NA,NA,"S",52,"Yes",89,8,1014.9,"SSW",NA,1.6,"Yes"
"Canberra",3.9,13.2,3.4,"WNW",65,"Yes",53,3,1017,"WNW",NA,0.6,"No"
"MountGambier",NA,23.1,0,"N",50,"No",74,2,1008.2,NA,"WSW",0.4,"No"
"MelbourneAirport",10.8,24.9,1.4,"N",59,"Yes",81,8,1020.6,NA,"NNE",1.6,"Yes"
"Nuriootpa",2.9,14.6,0.6,"N",26,"No",68,1,NA,"NE","NW",0.2,"No"
"Nuriootpa",7.9,21,0,"N",NA,NA,56,5,1020.6,"NE","NW",1,"No"
"Perth",9.4,25.9,0,"N",35,"No",59,3,1019,NA,"NW",0.6,"No"
NA,5.1,12.7,27.2,"W",80,NA,81,8,1006.7,"W","WNW",1.6,"Yes"
"Watsonia",17,21.1,0,"SSW",33,"No",88,8,NA,"SW","SSW",1.6,"Yes"
"Nuriootpa",5.1,12.6,4.8,"W",65,"Yes",91,7,NA,"W","WSW",1.4,"Yes"
"Cairns",23.7,31.1,NA,"ESE",35,"No",72,5,1016.2,"SSE","E",1,"No"
"Perth",11.9,19.7,7.2,"SSW",30,"Yes",87,7,1025.4,"ESE","SSW",1.4,"No"
"Cairns",23.7,31.9,2.2,"SE",57,NA,66,3,1014.2,"SE",NA,0.6,"No"
"Melbourne",10.8,19.4,0.4,"SW",28,"No",80,7,1023.1,"SSW","WSW",1.4,"No"
"Sale",2.1,14,NA,"E",NA,NA,98,1,1031.5,"WNW","SE",0.2,"No"
"Watsonia",4.6,14.7,0,"E",15,NA,100,2,1025.5,"NNE","S",0.4,"No"
"PerthAirport",20.9,42.5,NA,"WSW",NA,NA,16,0,1014.8,"NE","W",0,"No"
NA,17.3,22.1,1.8,"W",54,"Yes",95,8,1002.1,"W","WSW",1.6,"Yes"
"Perth",11.9,21.4,7,NA,43,"Yes",91,NA,NA,"W","WSW",NA,"No"
"Williamtown",24.6,42.5,0,"WNW",NA,"No",32,5,1006.3,NA,"SSE",1,"No"
"Melbourne",16.2,33.4,0,"N",59,"No",46,2,NA,"N","N",0.4,"No"
"Bendigo",10.4,22.1,0,"S",54,NA,45,1,1015.6,"S","S",0.2,"No"
"PerthAirport",17.9,25.2,0,"WSW",41,"No",55,6,1008.2,"W","SW",1.2,"No"
"SydneyAirport",16,22.6,NA,"NE",37,"Yes",74,NA,1030.3,"NW","SE",NA,"Yes"
"Cairns",22.5,NA,NA,NA,33,"No",79,7,1017.9,"SSE","ESE",1.4,"No"
NA,23.3,24,36.2,NA,54,"Yes",95,8,1011,"SSE",NA,1.6,"Yes"
"Brisbane",23.9,32.4,0,"NNE",20,"No",76,7,1014.5,"SW","NNE",1.4,"No"
"Townsville",25.1,31.9,0,"NE",41,"No",64,5,1015.2,"ENE","ENE",1,"No"
"Ballarat",-0.5,9.3,9,"WSW",39,"Yes",99,8,1020.5,"WSW","SW",1.6,"Yes"
"Cairns",18.8,26.8,0,"SE",44,"No",56,1,1018,"S","SE",0.2,"No"
"Ballarat",7.2,24.8,NA,"SW",NA,"No",NA,NA,1013.2,"SE","WSW",NA,"No"
NA,23.3,37.1,0,"NNW",41,"No",28,1,1013.1,"NNW","NE",0.2,"No"
"Perth",13.5,21.9,3.4,"NW",52,"Yes",70,NA,1010.1,"NW","NW",NA,"Yes"
NA,13.4,NA,0,"SW",30,"No",28,1,1015.9,"SSE","SSE",0.2,"No"
"Canberra",17.2,28.4,0.2,"ENE",31,"No",60,NA,1007.4,"W","SE",NA,"Yes"
"Canberra",17.9,27.8,0.2,"NNW",65,"No",80,7,1008.5,"N","NW",1.4,"Yes"
"Sale",6.7,16.3,0.4,"WNW",54,"No",76,NA,1021,"W","WSW",NA,"No"
"Nuriootpa",NA,34.1,NA,"SW",35,NA,NA,1,1015.7,"NE","SW",0.2,"No"
NA,8.3,22.1,0,"SSW",33,"No",68,7,1025,"WSW",NA,1.4,"No"
"Nuriootpa",11.4,28.8,0,"SE",31,"No",64,2,1019.2,"E",NA,0.4,"No"
NA,13.7,28.5,0,NA,28,"No",64,4,1015.7,"SE","SSE",0.8,"No"
"Sydney",13.1,27.1,0,"W",24,"No",NA,NA,1023.5,"W","W",NA,"No"
"Watsonia",11,NA,3.2,"SSW",26,"Yes",100,8,1013.1,"WSW","SSW",1.6,"Yes"
"Hobart",6,19.2,0,"NW",37,"No",57,1,1020.6,"NNW","WNW",0.2,"No"
NA,7,13.5,NA,"SW",43,NA,82,0,1019.5,"WSW","WSW",0,"No"
"Watsonia",13.6,34,0,"SW",30,NA,64,0,1021.3,NA,"SW",0,"No"
"Darwin",24.2,32.4,8,"SW",35,"Yes",82,7,NA,"S","NNW",1.4,"Yes"
"Cairns",20.9,30.5,0,"NE",37,NA,62,5,1015.4,"E","NE",1,"No"
NA,7.1,15.9,5.6,"SW",59,"Yes",64,NA,1007.7,"SW","SW",NA,"No"
"PearceRAAF",14.4,29.8,0,"E",41,"No",NA,0,1023,"E",NA,0,"No"
"Mildura",12.9,NA,0,"WNW",72,"No",44,7,1011.8,NA,"NNW",1.4,"No"
"Darwin",28.8,33.7,0,NA,46,"No",81,NA,1006.8,"W","WNW",NA,"No"
"Bendigo",-1,16,0.2,"NW",NA,NA,78,1,NA,"SSE","ENE",0.2,"No"
"PerthAirport",16.4,32.4,0,"E",56,NA,35,0,1011.8,"ENE","WSW",0,"No"
"CoffsHarbour",17.5,21.5,3.6,"SE",48,"Yes",67,7,1023.6,"ESE",NA,1.4,"Yes"
"Watsonia",4.8,18.5,0.2,"NNW",44,"No",NA,6,1021.1,"NE",NA,1.2,"No"
"MountGambier",-0.2,10.7,0.2,"N",43,"No",80,0,1030.6,"NNE",NA,0,"No"
NA,13.3,23.7,5,"S",57,"Yes",70,8,1020.4,"SSE","SSE",1.6,"No"
"Katherine",25.1,NA,0,"SSE",39,"No",NA,0,1012.7,"WNW","ESE",0,"No"
"PerthAirport",1.5,NA,12.2,"SE",26,"Yes",91,1,1028.5,"SSE","SSE",0.2,"No"
"PearceRAAF",11.3,NA,1.8,"WSW",35,"Yes",68,2,1013.6,"WNW","WSW",0.4,"No"
"Cairns",23.2,30.6,NA,"SE",41,NA,60,2,1014.2,"SE","SE",0.4,"No"
"MountGambier",3.2,13.9,0,"NE",22,"No",85,7,1029,"NE",NA,1.4,"No"
"Townsville",22.4,30.6,3.8,NA,31,"Yes",72,6,1010.3,NA,"N",1.2,"No"
"Perth",13.4,30.1,0,"SW",28,"No",57,3,1023.2,NA,"S",0.6,"No"
NA,13,23.1,0,"SSE",35,"No",59,NA,1027,"SW","S",NA,"No"
"Katherine",NA,31,44,"NE",28,"Yes",84,8,1004,NA,"ESE",1.6,"Yes"
"Mildura",9.3,NA,0.6,NA,46,"No",92,7,1019.6,"W","WSW",1.4,"Yes"
"WaggaWagga",20.9,42,NA,"WNW",NA,NA,29,1,1012.3,NA,"W",0.2,"No"
"PearceRAAF",NA,NA,NA,"WSW",44,"No",58,NA,1011.1,"SW",NA,NA,"No"
"NorfolkIsland",20.5,26.8,0.6,"E",52,"No",73,6,1021.3,NA,"ENE",1.2,"Yes"
"Sale",7.2,16,0,NA,41,"No",89,7,1012.1,"W","WSW",1.4,"No"
"Canberra",12.1,21.8,2.8,"E",20,NA,NA,8,1025.9,"NW","W",1.6,"No"
"NorfolkIsland",20.4,25.6,1.2,"ENE",30,"Yes",80,7,NA,"ENE","E",1.4,"Yes"
NA,NA,13.1,0.8,"SW",72,"No",NA,3,1014.1,"WNW","SW",0.6,"Yes"
"Cobar",10.1,25.9,0,NA,48,"No",32,NA,1017.3,"SE",NA,NA,"No"
"MountGambier",7.3,16.9,4.2,"SE",19,"Yes",79,6,NA,NA,"S",1.2,"No"
"Mildura",9.1,23,0,"NW",37,"No",NA,0,1016.1,"NW",NA,0,"No"
"Cobar",15.9,29.5,0,"SW",33,"No",48,1,1018.2,"SSE","SSW",0.2,"No"
"PerthAirport",12.9,30.8,0,"ENE",33,NA,61,1,1022.7,NA,"ESE",0.2,"No"
"CoffsHarbour",14.4,25,0,NA,37,"No",NA,3,1020,"SW","SSW",0.6,"No"
"Ballarat",6.4,12.7,0,NA,50,"No",98,NA,1031.7,"SE","SE",NA,"No"
"Mildura",8,30.3,NA,"NW",41,"No",30,4,1015.3,"NNE","NNW",0.8,"No"
"AliceSprings",13.9,28.5,0,"SE",50,"No",27,NA,1010.1,"SE","SE",NA,"No"
"Perth",7.7,26,0,"SSE",31,"No",58,0,1025.5,"SE","SE",0,"No"
NA,13,16.5,26.2,NA,33,NA,92,7,1023.6,"NW","ENE",1.4,"Yes"
"Ballarat",5,12,1.2,"W",44,"Yes",100,7,NA,"W","SSW",1.4,"Yes"
"Brisbane",12.4,22.6,0,"NE",19,NA,57,NA,1020,"WSW","ENE",NA,"No"
"Katherine",24.3,39.3,0,"ESE",28,"No",68,0,1011.2,"WSW","SSE",0,"No"
"Brisbane",17.9,NA,0,"SE",20,"No",66,NA,1022.1,"WSW","SSE",NA,"Yes"
"Perth",10.3,NA,0.2,"NW",NA,"No",89,5,1017.1,"NNE","NNW",1,"Yes"
"WaggaWagga",6.3,15.4,3.2,"WNW",35,"Yes",92,7,1002.7,"SSE","S",1.4,"No"
"Sale",18.3,28.8,0,"E",35,"No",86,7,1019.4,"NNE","ESE",1.4,"No"
"Canberra",2.1,18.3,0,"SSE",35,"No",58,0,1032.3,"SSE","ESE",0,"No"
"Townsville",24.4,27.5,37.4,"NW",39,NA,96,8,1010.8,"SSW",NA,1.6,"Yes"
NA,12.8,14.3,2.2,"N",43,"Yes",93,7,1017,"NNE","N",1.4,"Yes"
"Perth",12.1,29.3,0,"WNW",37,"No",34,0,1011.3,"NNE","W",0,"Yes"
"Albury",19.8,NA,0,"SSE",31,"No",67,7,1002.8,"SW","E",1.4,"No"
"Richmond",8.9,NA,0.2,NA,50,"No",NA,2,1019.6,"NNE","NW",0.4,"No"
"Melbourne",15.5,23.5,0,"NNE",61,"No",54,7,1021.8,"N","NNE",1.4,"Yes"
"Darwin",24.5,32.8,0,"NW",30,"No",72,7,1015.3,"WNW",NA,1.4,"No"
"Townsville",NA,NA,0,"ENE",39,"No",64,2,1015.3,"ESE","ENE",0.4,"No"
"PearceRAAF",24,40.8,0,NA,52,"No",21,NA,1008,"ENE","S",NA,"No"
NA,12.4,15.5,2.4,"S",87,"Yes",NA,8,1017.1,NA,"S",1.6,"Yes"
"SydneyAirport",21.5,NA,0,"N",69,"No",NA,6,1013.1,"N","NNW",1.2,"Yes"
"Townsville",24.1,31.7,0.4,"ESE",54,NA,NA,5,1015,"SE",NA,1,"No"
"Darwin",22.5,33.1,4.6,"ENE",39,"Yes",77,NA,1006,"SE","NNW",NA,"No"
"CoffsHarbour",18.2,23.1,3.2,"SW",28,"Yes",77,8,1018.4,"SW","W",1.6,"No"
"Katherine",26,38,0,"SE",43,NA,72,3,1013.2,"WNW","SW",0.6,"Yes"
"NorfolkIsland",13.1,19.2,0,"E",NA,NA,63,NA,1024.4,"ENE","NE",NA,"No"
"Ballarat",4.4,11.1,0.2,"SE",65,"No",NA,NA,1022.8,"SSE","SSE",NA,"No"
"Canberra",7.9,21.1,0,"ENE",20,"No",NA,6,1016.5,"ESE","NNW",1.2,"No"
"Portland",9.5,18.4,0.4,NA,74,"No",79,4,1003.2,"NNW","WNW",0.8,"Yes"
"Woomera",10.5,26.8,NA,"N",39,"No",43,0,1023.2,"ENE",NA,0,"No"
NA,11.2,20.2,0,"NW",57,"No",NA,1,1020,"SE","NNW",0.2,"No"
"Hobart",10.2,18.4,0,"NW",46,"No",74,6,1022,"SSE","NNW",1.2,"No"
"NorfolkIsland",15.9,21.1,0,"N",39,"No",76,7,1025.2,"N","N",1.4,"No"
"SydneyAirport",16.2,24.4,0,"S",48,NA,79,7,NA,"NW","S",1.4,"No"
"Perth",NA,19.1,0,"N",37,"No",62,4,1023.4,"NE",NA,0.8,"No"
"Perth",6.5,19.6,0,"NW",22,"No",NA,5,1022.1,"NE","WNW",1,"No"
"PearceRAAF",9.4,NA,0.2,"E",24,"No",61,8,1023.7,NA,"S",1.6,"No"
NA,13,24,0,NA,41,"No",44,6,1018,"WNW","WNW",1.2,"No"
"Mildura",12.6,25.8,0,"SSE",28,"No",77,NA,1018,"S","SSW",NA,"No"
"NorfolkIsland",15.9,19,1.2,"E",39,"Yes",NA,8,1025.4,"E","ESE",1.6,"No"
"Cairns",24.4,31,91.6,"SSE",48,NA,96,8,NA,"SSE",NA,1.6,"Yes"
"Woomera",10.9,17.9,NA,"WNW",70,"Yes",97,7,1005.6,"NNW","NW",1.4,"No"
"MountGambier",3.3,8.8,3.6,"N",NA,"Yes",NA,8,1005.6,"N","NNW",1.6,"Yes"
NA,10.9,16,0.4,"W",65,"No",NA,8,1007,"W","WSW",1.6,"Yes"
"Sale",8.5,13,0.4,"WNW",83,"No",56,6,1013.9,"W","W",1.2,"Yes"
"Cobar",8.3,28.5,0,"NNE",28,NA,35,1,1019.6,"E","NE",0.2,"No"
"Cobar",NA,17.5,0,NA,65,"No",42,4,1015.5,"SW","WNW",0.8,"No"
"PerthAirport",16.2,33.8,0,"ENE",59,"No",39,NA,1006.6,"E","WSW",NA,"No"
"Brisbane",17.3,25.4,36,"SE",37,"Yes",96,8,1008.8,NA,"SE",1.6,"Yes"
"Woomera",6.4,19.1,0,NA,39,"No",69,6,1024,NA,"N",1.2,"No"
"Darwin",NA,31.6,6,NA,48,"Yes",NA,7,1008.1,"SW","SW",1.4,"Yes"
"WaggaWagga",NA,27.1,0,"SSW",26,NA,NA,7,1025.3,NA,"S",1.4,"No"
NA,14.7,20.5,26.4,"NNW",33,"Yes",100,8,1016.9,"WSW","W",1.6,"Yes"
"Watsonia",4.2,NA,0,"NW",20,"No",74,1,1028.2,NA,"N",0.2,"No"
"Sydney",20.1,24.6,0,"ENE",52,NA,64,6,1012.8,"NNE","NE",1.2,"Yes"
NA,13.7,33.3,0.2,"SSW",NA,"No",68,1,1020.5,"NNE","N",0.2,"No"
"MountGambier",5.8,14.8,2.6,"E",37,"Yes",83,8,1022.4,"E","E",1.6,"No"
"Mildura",14.9,27,NA,NA,33,"No",76,7,1020.3,"S","S",1.4,"No"
"Darwin",21.5,33.6,NA,"NW",33,"No",78,1,1015.8,"S","NW",0.2,"No"
NA,13.4,22.9,0.6,"W",44,"No",71,8,1007.7,"W",NA,1.6,"No"
"PearceRAAF",17.1,23.4,1,"ESE",NA,"No",NA,7,1008.2,NA,"SSW",1.4,"No"
"WaggaWagga",9.4,20.7,NA,"E",46,"No",57,6,NA,"E","E",1.2,"No"
NA,9.9,19.4,5,"WSW",48,"Yes",73,NA,NA,"SSE","SW",NA,"No"
"Brisbane",21.9,NA,0,"E",20,"No",58,7,1015.7,"E","ESE",1.4,"Yes"
"Watsonia",3.4,20.7,0,NA,30,NA,86,2,NA,"ENE","NE",0.4,"No"
"Wollongong",20.4,NA,2.6,"NNW",31,"Yes",83,8,1016.7,"E","E",1.6,"No"
"Katherine",25,36.1,0,"NW",22,"No",83,6,1010.1,"WNW","SW",1.2,"No"
"Woomera",12.8,27.1,0,"SE",37,"No",60,NA,NA,"SE","SSW",NA,"No"
"AliceSprings",7.2,28.4,0,"NNW",30,"No",31,0,NA,"SSE","N",0,"No"
"Brisbane",24.6,32.3,0,"NNE",28,"No",65,7,1009.2,"NW","NNE",1.4,"No"
"Brisbane",11.1,22.3,0,"ESE",22,NA,81,2,1028.9,"SW","E",0.4,"No"
"Hobart",12.4,25.8,0,"W",70,NA,40,5,1002.6,"SE","W",1,"No"
"Williamtown",17,31.9,0,NA,31,"No",92,NA,1010.9,"NNW","W",NA,"No"
"Townsville",24.2,31.1,2,"NE",NA,NA,75,6,1010.1,"NNE","ENE",1.2,"Yes"
NA,12.4,27,0,NA,35,"No",32,8,1022.8,"N","ESE",1.6,"No"
"Canberra",9.1,NA,0,NA,30,"No",74,1,NA,"SE","NW",0.2,"No"
NA,2.9,16.7,0.4,"NNW",43,"No",89,7,1015.1,"ENE","NNW",1.4,"No"
"PerthAirport",17.1,25.9,0,"W",37,"No",65,7,1017.9,"SSW","SSW",1.4,"No"
"Sydney",NA,21.9,0,"ENE",39,"No",73,7,1020.2,"NE","NE",1.4,"No"
"Perth",19.6,32.9,0,"SW",44,"No",42,NA,1011,"SE","SSW",NA,"No"
NA,NA,NA,0,"NW",28,"No",54,NA,1016,"NNW","WSW",NA,"No"
"Hobart",9.2,15.9,2.6,"S",39,"Yes",57,6,1011,"WSW","SE",1.2,"No"
"Katherine",24.5,41.5,0.8,"E",44,"No",61,1,1011,"SSW","E",0.2,"No"
"Portland",3,18.3,0.4,NA,43,"No",66,5,NA,"E","SSE",1,"No"
"AliceSprings",12.4,28.8,0,"WNW",35,"No",52,6,1017.3,NA,NA,1.2,"No"
NA,5.8,12.1,1.6,"NNE",46,"Yes",NA,8,1010.4,NA,"NNE",1.6,"Yes"
"MelbourneAirport",16.8,27.7,0,"SSE",50,"No",NA,7,1017.3,"SSE","SSE",1.4,"No"
"Bendigo",7.9,19.8,0.4,"N",24,"No",99,8,1017.6,"E","NW",1.6,"No"
NA,NA,26.9,2.6,"ENE",44,"Yes",58,3,1023.5,"ENE",NA,0.6,"No"
"Moree",8.6,26.2,NA,"ENE",35,"No",48,1,1029.6,"E","WSW",0.2,"No"
"PerthAirport",7.9,17.2,0,"E",31,"No",74,7,1022.1,"ENE","SE",1.4,"No"
"AliceSprings",8.2,NA,0,"E",31,NA,NA,NA,1021.9,NA,NA,NA,"No"
NA,15,22.1,0,NA,33,"No",53,NA,1023.8,"ENE","ENE",NA,"No"
"Bendigo",5,15.8,0,NA,NA,"No",77,1,1027,"SSE","SSE",0.2,"No"
"Townsville",19.8,26,NA,"NE",28,"Yes",78,1,1015.6,"SE","NE",0.2,"No"
"Williamtown",15.8,22.8,19.6,"SE",37,"Yes",90,8,1013.5,"NE","SE",1.6,"Yes"
"WaggaWagga",NA,34.3,0,"ENE",30,"No",58,1,1019.2,"ENE","N",0.2,"No"
"MountGambier",15.7,NA,11.2,"NNW",37,"Yes",88,6,1009.2,"NNW","NNW",1.2,"No"
"PerthAirport",21.9,39.2,0,"E",56,"No",23,1,1012.2,NA,"W",0.2,"No"
"Richmond",NA,17.1,NA,"S",28,NA,98,8,1032.3,"S",NA,1.6,"Yes"
"CoffsHarbour",4.9,19.7,NA,"WSW",22,"No",67,1,1019.9,NA,NA,0.2,"No"
"PerthAirport",12.7,23.2,0,"WNW",NA,"No",57,7,1015.9,"NNW","WNW",1.4,"No"
NA,12.1,23.2,0,NA,37,NA,60,2,1020.2,"WNW","E",0.4,"Yes"
"Uluru",NA,31,0,"SSE",NA,"No",35,6,1016.9,"SE","E",1.2,"No"
"Wollongong",11.7,NA,11.2,"SE",37,"Yes",71,1,1025.9,"SSW","E",0.2,"No"
"Portland",6.6,12.5,1.4,"SSW",44,"Yes",57,4,1030,"S",NA,0.8,"No"
NA,3.5,11.3,0.2,"S",43,"No",92,NA,1026.6,"SW","SSW",NA,"No"
NA,NA,19.1,0,"S",35,"No",65,7,1026,"SSE","S",1.4,"No"
"Watsonia",13.4,37.4,0,"NNW",28,"No",71,0,1025.3,"NE",NA,0,"No"
"Ballarat",8.6,16,NA,"W",46,"No",NA,6,1012.4,NA,"SW",1.2,"No"
"Watsonia",2.7,15.3,0,"NNW",41,"No",79,1,1014.6,"NE","N",0.2,"No"
NA,19.9,22.3,0,"SSW",61,"No",77,8,NA,"SSW","S",1.6,"No"
"Bendigo",4.4,22.4,0.2,"W",35,"No",51,0,NA,"N","WSW",0,"No"
"Cairns",19.6,28.3,0.6,NA,35,"No",NA,7,1018.2,"SSE",NA,1.4,"No"
"Wollongong",15.8,20.2,11.4,"W",43,"Yes",93,8,1022,NA,NA,1.6,"Yes"
"Watsonia",10.7,27.1,0,"SSW",26,"No",NA,1,1017.2,"ENE","ESE",0.2,"No"
"Mildura",11.8,31.9,0,"NNE",31,NA,52,0,1016,"NE","WNW",0,"No"
NA,20,32.7,0,"E",56,NA,56,1,NA,"E","E",0.2,"No"
"NorfolkIsland",14.6,17.2,0,"ESE",46,"No",60,3,NA,"SE","SE",0.6,"No"
"Townsville",25,NA,0,"SSE",57,"No",62,2,1006.9,"SE","ENE",0.4,"Yes"
"Sale",13.4,20.7,1.4,"W",44,"Yes",79,2,1023.6,"W","W",0.4,"No"
"Melbourne",5.6,NA,NA,"NW",28,"No",82,7,1025.5,NA,"W",1.4,"Yes"
"Ballarat",10,19.1,1.6,"S",43,"Yes",79,5,1007.6,"SSW","SSW",1,"No"
"Bendigo",7.3,13.7,1.4,"WSW",43,"Yes",88,NA,1017.9,NA,"SW",NA,"No"
"Woomera",13.1,28.1,1,"WSW",50,NA,NA,NA,1017.7,"SSE","W",NA,"No"
"Williamtown",10.7,24.9,0.2,"WNW",83,"No",33,0,1002.5,"WNW","W",0,"No"
"Williamtown",8.3,NA,4,"WNW",35,"Yes",53,2,1010.5,NA,"SE",0.4,"No"
"MelbourneAirport",14.5,20.9,20.6,"S",41,"Yes",93,7,1014.2,"S","S",1.4,"Yes"
"Albury",6.8,19.9,0,NA,17,"No",99,NA,1023.6,"E","NNW",NA,"No"
"Mildura",7.2,24.2,0,"SW",35,"No",60,3,1021.5,"S","SW",0.6,"No"
NA,10.2,19.3,0.4,"WNW",19,"No",99,NA,1020.1,NA,"W",NA,"Yes"
"Hobart",4.4,16.5,0,"NNW",48,"No",76,7,1012.4,"NNW",NA,1.4,"Yes"
"Williamtown",9.5,NA,NA,"W",NA,"No",NA,2,1020.6,"NW",NA,0.4,"No"
NA,20.5,36.7,0,"NE",43,"No",48,0,1019.6,"NE","ENE",0,"No"
"Nuriootpa",16,25.5,0,"W",43,"No",70,7,1012.9,"WSW","SW",1.4,"No"
NA,NA,22.9,0,"NNE",37,"No",61,0,1027.5,"N","NNW",0,"No"
NA,1.5,17.7,0,"S",26,"No",63,2,1023.5,NA,"SSE",0.4,"No"
"CoffsHarbour",10.9,23.8,0,NA,39,"No",49,NA,1027.4,NA,NA,NA,"No"
"Townsville",26.1,31.9,NA,"ENE",NA,"No",62,4,1016.5,"NE","NNE",0.8,"No"
"Brisbane",8.2,21.4,0,"W",24,"No",57,0,1014.9,"SW","SW",0,"No"
NA,23.6,30.8,53,"WSW",35,"Yes",82,5,1008.2,"N","NW",1,"No"
"Mildura",18.9,36.6,0.2,"SSW",33,NA,70,3,1011.4,"SSE","NNW",0.6,"No"
"PearceRAAF",NA,NA,0,"W",43,"No",39,1,1008.4,"S","W",0.2,"No"
NA,NA,9.9,6.6,NA,57,"Yes",76,NA,1011.3,"N","N",NA,"No"
"Mildura",18.9,34.9,0,"N",26,"No",55,5,1022.9,"NNE","E",1,"No"
"Richmond",12.7,18.2,1.6,"ENE",22,"Yes",84,8,NA,"SSW","ESE",1.6,"No"
"NorfolkIsland",18,25,0,"E",30,"No",72,1,NA,"ESE","SE",0.2,"No"
"Hobart",14.1,23.5,NA,"NW",65,NA,58,7,1007.9,NA,"NW",1.4,"Yes"
"Mildura",5.5,23.3,0,"NE",61,"No",49,0,1010.7,"NE","NNE",0,"Yes"
"Perth",17.4,28.5,0,"SSW",39,"No",50,1,1011.3,"ESE","SSW",0.2,"No"
"Perth",11.8,NA,0.6,"WSW",31,"No",69,2,1008.6,"NNE",NA,0.4,"No"
"Hobart",NA,18.6,0,"SW",NA,"No",58,7,1035.1,"SSW","SE",1.4,"No"
